Decay Factor,Noise Level,Sampling Algorithm,Rule,Trials to Learn,Overtrained
0.7,0.1,Thompson,go right 1,17,True
0.7,0.1,Thompson,go right 1,15,True
0.7,0.1,Thompson,go right 1,21,True
0.7,0.1,Thompson,go right 1,22,True
0.7,0.1,Thompson,go right 1,14,True
0.7,0.1,Thompson,go right 1,19,True
0.7,0.1,Thompson,go right 1,14,True
0.7,0.1,Thompson,go right 1,11,True
0.7,0.1,Thompson,go right 1,11,True
0.7,0.1,Thompson,go right 1,12,True
0.7,0.1,Thompson,go right 1,15,True
0.7,0.1,Thompson,go right 1,13,True
0.7,0.1,Thompson,go right 1,10,True
0.7,0.1,Thompson,go right 1,18,True
0.7,0.1,Thompson,go right 1,10,True
0.7,0.1,Thompson,go right 1,15,True
0.7,0.1,Thompson,go right 1,17,True
0.7,0.1,Thompson,go right 1,17,True
0.7,0.1,Thompson,go right 1,19,True
0.7,0.1,Thompson,go right 1,16,True
0.7,0.1,Thompson,go right 1,13,True
0.7,0.1,Thompson,go right 1,15,True
0.7,0.1,Thompson,go left 1,110,True
0.7,0.1,Thompson,go left 1,94,True
0.7,0.1,Thompson,go left 1,99,True
0.7,0.1,Thompson,go left 1,85,True
0.7,0.1,Thompson,go left 1,97,True
0.7,0.1,Thompson,go left 1,92,True
0.7,0.1,Thompson,go left 1,91,True
0.7,0.1,Thompson,go left 1,83,True
0.7,0.1,Thompson,go left 1,88,True
0.7,0.1,Thompson,go left 1,98,True
0.7,0.1,Thompson,go left 1,77,True
0.7,0.1,Thompson,go left 1,102,True
0.7,0.1,Thompson,go left 1,123,True
0.7,0.1,Thompson,go left 1,102,True
0.7,0.1,Thompson,go left 1,82,True
0.7,0.1,Thompson,go left 1,76,True
0.7,0.1,Thompson,go left 1,99,True
0.7,0.1,Thompson,go left 1,115,True
0.7,0.1,Thompson,go left 1,91,True
0.7,0.1,Thompson,go left 1,88,True
0.7,0.1,Thompson,go left 1,109,True
0.7,0.1,Thompson,go left 1,85,True
0.7,0.1,Thompson,go left 1,76,True
0.7,0.1,Thompson,go left 1,96,True
0.7,0.1,Thompson,go left 1,82,True
0.7,0.1,Thompson,go left 1,92,True
0.7,0.1,Thompson,go left 1,108,True
0.7,0.1,Thompson,go left 1,102,True
0.7,0.1,Thompson,go left 1,95,True
0.7,0.1,Thompson,go left 1,100,True
0.7,0.1,Thompson,go left 1,140,True
0.7,0.1,Thompson,go left 1,97,True
0.7,0.1,Thompson,go left 1,91,True
0.7,0.1,Thompson,go left 1,101,True
0.7,0.1,Thompson,go left 1,77,True
0.7,0.1,Thompson,go left 1,89,True
0.7,0.1,Thompson,go left 1,105,True
0.7,0.1,Thompson,go left 1,80,True
0.7,0.1,Thompson,go left 1,80,True
0.7,0.1,Thompson,go left 1,102,True
0.7,0.1,Thompson,go left 1,61,True
0.7,0.1,Thompson,go left 1,74,True
0.7,0.1,Thompson,go left 1,82,True
0.7,0.1,Thompson,go left 1,83,True
0.7,0.1,Thompson,go left 1,101,True
0.7,0.1,Thompson,go left 1,99,True
0.7,0.1,Thompson,go left 1,101,True
0.7,0.1,Thompson,go left 1,69,True
0.7,0.1,Thompson,go left 1,99,True
0.7,0.1,Thompson,go left 1,74,True
0.7,0.1,Thompson,go right 2,152,True
0.7,0.1,Thompson,go right 2,84,True
0.7,0.1,Thompson,go right 2,111,True
0.7,0.1,Thompson,go right 2,128,True
0.7,0.1,Thompson,go right 2,115,True
0.7,0.1,Thompson,go right 2,150,True
0.7,0.1,Thompson,go right 2,130,True
0.7,0.1,Thompson,go right 2,133,True
0.7,0.1,Thompson,go right 2,172,True
0.7,0.1,Thompson,go right 2,153,True
0.7,0.1,Thompson,go right 2,128,True
0.7,0.1,Thompson,go right 2,190,True
0.7,0.1,Thompson,go right 2,151,True
0.7,0.1,Thompson,go right 2,151,True
0.7,0.1,Thompson,go right 2,160,True
0.7,0.1,Thompson,go right 2,145,True
0.7,0.1,Thompson,go right 2,128,True
0.7,0.1,Thompson,go right 2,192,True
0.7,0.1,Thompson,go right 2,156,True
0.7,0.1,Thompson,go right 2,121,True
0.7,0.1,Thompson,go right 2,166,True
0.7,0.1,Thompson,go right 2,121,True
0.7,0.1,Thompson,go right 2,148,True
0.7,0.1,Thompson,go right 2,99,True
0.7,0.1,Thompson,go right 2,161,True
0.7,0.1,Thompson,go right 2,197,True
0.7,0.1,Thompson,go right 2,160,True
0.7,0.1,Thompson,go right 2,128,True
0.7,0.1,Thompson,go right 2,150,True
0.7,0.1,Thompson,go right 2,159,True
0.7,0.1,Thompson,go right 2,230,True
0.7,0.1,Thompson,go right 2,164,True
0.7,0.1,Thompson,go right 2,227,True
0.7,0.1,Thompson,go right 2,162,True
0.7,0.1,Thompson,go right 2,145,True
0.7,0.1,Thompson,go right 2,133,True
0.7,0.1,Thompson,go right 2,222,True
0.7,0.1,Thompson,go right 2,128,True
0.7,0.1,Thompson,go right 2,167,True
0.7,0.1,Thompson,go right 2,199,True
0.7,0.1,Thompson,go right 2,97,True
0.7,0.1,Thompson,go right 2,132,True
0.7,0.1,Thompson,go right 2,164,True
0.7,0.1,Thompson,go right 2,166,True
0.7,0.1,Thompson,go right 2,153,True
0.7,0.1,Thompson,go right 2,131,True
0.7,0.1,Thompson,go right 2,162,True
0.7,0.1,Thompson,go right 2,108,True
0.7,0.1,Thompson,go right 2,172,True
0.7,0.1,Thompson,go right 2,112,True
0.7,0.1,Thompson,go left 2,261,True
0.7,0.1,Thompson,go left 2,135,True
0.7,0.1,Thompson,go left 2,200,True
0.7,0.1,Thompson,go left 2,196,True
0.7,0.1,Thompson,go left 2,179,True
0.7,0.1,Thompson,go left 2,238,True
0.7,0.1,Thompson,go left 2,231,True
0.7,0.1,Thompson,go left 2,251,True
0.7,0.1,Thompson,go left 2,233,True
0.7,0.1,Thompson,go left 2,250,True
0.7,0.1,Thompson,go left 2,224,True
0.7,0.1,Thompson,go left 2,215,True
0.7,0.1,Thompson,go left 2,181,True
0.7,0.1,Thompson,go left 2,203,True
0.7,0.1,Thompson,go left 2,183,True
0.7,0.1,Thompson,go left 2,263,True
0.7,0.1,Thompson,go left 2,187,True
0.7,0.1,Thompson,go left 2,293,True
0.7,0.1,Thompson,go left 2,268,True
0.7,0.1,Thompson,go left 2,213,True
0.7,0.1,Thompson,go left 2,207,True
0.7,0.1,Thompson,go left 2,181,True
0.7,0.1,Thompson,go left 2,278,True
0.7,0.1,Thompson,go left 2,213,True
0.7,0.1,Thompson,go left 2,175,True
0.7,0.1,Thompson,go left 2,269,True
0.7,0.1,Thompson,go left 2,212,True
0.7,0.1,Thompson,go left 2,200,True
0.7,0.1,Thompson,go left 2,223,True
0.7,0.1,Thompson,go left 2,248,True
0.7,0.1,Thompson,go left 2,315,True
0.7,0.1,Thompson,go left 2,197,True
0.7,0.1,Thompson,go left 2,328,True
0.7,0.1,Thompson,go left 2,267,True
0.7,0.1,Thompson,go left 2,225,True
0.7,0.1,Thompson,go left 2,171,True
0.7,0.1,Thompson,go left 2,299,True
0.7,0.1,Thompson,go left 2,184,True
0.7,0.1,Thompson,go left 2,242,True
0.7,0.1,Thompson,go left 2,265,True
0.7,0.1,Thompson,go left 2,120,True
0.7,0.1,Thompson,go left 2,261,True
0.7,0.1,Thompson,go left 2,188,True
0.7,0.1,Thompson,go left 2,323,True
0.7,0.1,Thompson,go left 2,189,True
0.7,0.1,Thompson,go left 2,190,True
0.7,0.1,Thompson,go left 2,241,True
0.7,0.1,Thompson,go left 2,132,True
0.7,0.1,Thompson,go left 2,212,True
0.7,0.1,Thompson,go left 2,222,True
0.7,0.2,Thompson,go right 1,17,True
0.7,0.2,Thompson,go right 1,23,True
0.7,0.2,Thompson,go right 1,14,True
0.7,0.2,Thompson,go right 1,22,True
0.7,0.2,Thompson,go right 1,13,True
0.7,0.2,Thompson,go right 1,18,True
0.7,0.2,Thompson,go right 1,20,True
0.7,0.2,Thompson,go right 1,13,True
0.7,0.2,Thompson,go right 1,23,True
0.7,0.2,Thompson,go right 1,16,True
0.7,0.2,Thompson,go right 1,10,True
0.7,0.2,Thompson,go right 1,11,True
0.7,0.2,Thompson,go right 1,15,True
0.7,0.2,Thompson,go right 1,16,True
0.7,0.2,Thompson,go right 1,14,True
0.7,0.2,Thompson,go right 1,13,True
0.7,0.2,Thompson,go right 1,15,True
0.7,0.2,Thompson,go right 1,16,True
0.7,0.2,Thompson,go right 1,26,True
0.7,0.2,Thompson,go right 1,13,True
0.7,0.2,Thompson,go right 1,13,True
0.7,0.2,Thompson,go right 1,27,True
0.7,0.2,Thompson,go right 1,20,True
0.7,0.2,Thompson,go right 1,22,True
0.7,0.2,Thompson,go right 1,14,True
0.7,0.2,Thompson,go right 1,16,True
0.7,0.2,Thompson,go right 1,11,True
0.7,0.2,Thompson,go right 1,12,True
0.7,0.2,Thompson,go right 1,14,True
0.7,0.2,Thompson,go right 1,19,True
0.7,0.2,Thompson,go right 1,13,True
0.7,0.2,Thompson,go right 1,15,True
0.7,0.2,Thompson,go right 1,15,True
0.7,0.2,Thompson,go right 1,17,True
0.7,0.2,Thompson,go right 1,23,True
0.7,0.2,Thompson,go right 1,22,True
0.7,0.2,Thompson,go right 1,14,True
0.7,0.2,Thompson,go right 1,12,True
0.7,0.2,Thompson,go right 1,20,True
0.7,0.2,Thompson,go right 1,17,True
0.7,0.2,Thompson,go right 1,17,True
0.7,0.2,Thompson,go right 1,21,True
0.7,0.2,Thompson,go right 1,23,True
0.7,0.2,Thompson,go right 1,18,True
0.7,0.2,Thompson,go right 1,13,True
0.7,0.2,Thompson,go right 1,18,True
0.7,0.2,Thompson,go right 1,14,True
0.7,0.2,Thompson,go right 1,18,True
0.7,0.2,Thompson,go right 1,11,True
0.7,0.2,Thompson,go right 1,16,True
0.7,0.2,Thompson,go left 1,91,True
0.7,0.2,Thompson,go left 1,165,True
0.7,0.2,Thompson,go left 1,113,True
0.7,0.2,Thompson,go left 1,97,True
0.7,0.2,Thompson,go left 1,115,True
0.7,0.2,Thompson,go left 1,138,True
0.7,0.2,Thompson,go left 1,84,True
0.7,0.2,Thompson,go left 1,200,True
0.7,0.2,Thompson,go left 1,117,True
0.7,0.2,Thompson,go left 1,126,True
0.7,0.2,Thompson,go left 1,78,True
0.7,0.2,Thompson,go left 1,96,True
0.7,0.2,Thompson,go left 1,121,True
0.7,0.2,Thompson,go left 1,147,True
0.7,0.2,Thompson,go left 1,71,True
0.7,0.2,Thompson,go left 1,97,True
0.7,0.2,Thompson,go left 1,133,True
0.7,0.2,Thompson,go left 1,82,True
0.7,0.2,Thompson,go left 1,138,True
0.7,0.2,Thompson,go left 1,117,True
0.7,0.2,Thompson,go left 1,82,True
0.7,0.2,Thompson,go left 1,166,True
0.7,0.2,Thompson,go left 1,145,True
0.7,0.2,Thompson,go left 1,136,True
0.7,0.2,Thompson,go left 1,137,True
0.7,0.2,Thompson,go left 1,151,True
0.7,0.2,Thompson,go left 1,129,True
0.7,0.2,Thompson,go left 1,95,True
0.7,0.2,Thompson,go left 1,121,True
0.7,0.2,Thompson,go left 1,131,True
0.7,0.2,Thompson,go left 1,159,True
0.7,0.2,Thompson,go left 1,94,True
0.7,0.2,Thompson,go left 1,119,True
0.7,0.2,Thompson,go left 1,109,True
0.7,0.2,Thompson,go left 1,86,True
0.7,0.2,Thompson,go left 1,77,True
0.7,0.2,Thompson,go left 1,143,True
0.7,0.2,Thompson,go left 1,117,True
0.7,0.2,Thompson,go left 1,136,True
0.7,0.2,Thompson,go left 1,125,True
0.7,0.2,Thompson,go left 1,163,True
0.7,0.2,Thompson,go left 1,83,True
0.7,0.2,Thompson,go left 1,98,True
0.7,0.2,Thompson,go left 1,111,True
0.7,0.2,Thompson,go left 1,73,True
0.7,0.2,Thompson,go left 1,90,True
0.7,0.2,Thompson,go left 1,135,True
0.7,0.2,Thompson,go left 1,124,True
0.7,0.2,Thompson,go left 1,117,True
0.7,0.2,Thompson,go left 1,114,True
0.7,0.2,Thompson,go right 2,219,True
0.7,0.2,Thompson,go right 2,215,True
0.7,0.2,Thompson,go right 2,252,True
0.7,0.2,Thompson,go right 2,197,True
0.7,0.2,Thompson,go right 2,158,True
0.7,0.2,Thompson,go right 2,269,True
0.7,0.2,Thompson,go right 2,208,True
0.7,0.2,Thompson,go right 2,296,True
0.7,0.2,Thompson,go right 2,166,True
0.7,0.2,Thompson,go right 2,250,True
0.7,0.2,Thompson,go right 2,154,True
0.7,0.2,Thompson,go right 2,191,True
0.7,0.2,Thompson,go right 2,179,True
0.7,0.2,Thompson,go right 2,265,True
0.7,0.2,Thompson,go right 2,221,True
0.7,0.2,Thompson,go right 2,155,True
0.7,0.2,Thompson,go right 2,314,True
0.7,0.2,Thompson,go right 2,256,True
0.7,0.2,Thompson,go right 2,212,True
0.7,0.2,Thompson,go right 2,226,True
0.7,0.2,Thompson,go right 2,208,True
0.7,0.2,Thompson,go right 2,305,True
0.7,0.2,Thompson,go right 2,232,True
0.7,0.2,Thompson,go right 2,228,True
0.7,0.2,Thompson,go right 2,208,True
0.7,0.2,Thompson,go right 2,263,True
0.7,0.2,Thompson,go right 2,250,True
0.7,0.2,Thompson,go right 2,124,True
0.7,0.2,Thompson,go right 2,208,True
0.7,0.2,Thompson,go right 2,286,True
0.7,0.2,Thompson,go right 2,221,True
0.7,0.2,Thompson,go right 2,264,True
0.7,0.2,Thompson,go right 2,237,True
0.7,0.2,Thompson,go right 2,206,True
0.7,0.2,Thompson,go right 2,298,True
0.7,0.2,Thompson,go right 2,121,True
0.7,0.2,Thompson,go right 2,245,True
0.7,0.2,Thompson,go right 2,267,True
0.7,0.2,Thompson,go right 2,227,True
0.7,0.2,Thompson,go right 2,295,True
0.7,0.2,Thompson,go right 2,287,True
0.7,0.2,Thompson,go right 2,206,True
0.7,0.2,Thompson,go right 2,229,True
0.7,0.2,Thompson,go right 2,192,True
0.7,0.2,Thompson,go right 2,122,True
0.7,0.2,Thompson,go right 2,208,True
0.7,0.2,Thompson,go right 2,209,True
0.7,0.2,Thompson,go right 2,222,True
0.7,0.2,Thompson,go right 2,281,True
0.7,0.2,Thompson,go right 2,217,True
0.7,0.2,Thompson,go left 2,454,True
0.7,0.2,Thompson,go left 2,330,True
0.7,0.2,Thompson,go left 2,285,True
0.7,0.2,Thompson,go left 2,350,True
0.7,0.2,Thompson,go left 2,261,True
0.7,0.2,Thompson,go left 2,379,True
0.7,0.2,Thompson,go left 2,324,True
0.7,0.2,Thompson,go left 2,344,True
0.7,0.2,Thompson,go left 2,277,True
0.7,0.2,Thompson,go left 2,282,True
0.7,0.2,Thompson,go left 2,255,True
0.7,0.2,Thompson,go left 2,411,True
0.7,0.2,Thompson,go left 2,404,True
0.7,0.2,Thompson,go left 2,438,True
0.7,0.2,Thompson,go left 2,330,True
0.7,0.2,Thompson,go left 2,336,True
0.7,0.2,Thompson,go left 2,543,True
0.7,0.2,Thompson,go left 2,395,True
0.7,0.2,Thompson,go left 2,303,True
0.7,0.2,Thompson,go left 2,393,True
0.7,0.2,Thompson,go left 2,330,True
0.7,0.2,Thompson,go left 2,467,True
0.7,0.2,Thompson,go left 2,403,True
0.7,0.2,Thompson,go left 2,307,True
0.7,0.2,Thompson,go left 2,361,True
0.7,0.2,Thompson,go left 2,336,True
0.7,0.2,Thompson,go left 2,463,True
0.7,0.2,Thompson,go left 2,198,True
0.7,0.2,Thompson,go left 2,356,True
0.7,0.2,Thompson,go left 2,464,True
0.7,0.2,Thompson,go left 2,349,True
0.7,0.2,Thompson,go left 2,482,True
0.7,0.2,Thompson,go left 2,379,True
0.7,0.2,Thompson,go left 2,377,True
0.7,0.2,Thompson,go left 2,351,True
0.7,0.2,Thompson,go left 2,311,True
0.7,0.2,Thompson,go left 2,406,True
0.7,0.2,Thompson,go left 2,491,True
0.7,0.2,Thompson,go left 2,190,True
0.7,0.2,Thompson,go left 2,451,True
0.7,0.2,Thompson,go left 2,411,True
0.7,0.2,Thompson,go left 2,381,True
0.7,0.2,Thompson,go left 2,468,True
0.7,0.2,Thompson,go left 2,469,True
0.7,0.2,Thompson,go left 2,277,True
0.7,0.2,Thompson,go left 2,252,True
0.7,0.2,Thompson,go left 2,312,True
0.7,0.2,Thompson,go left 2,333,True
0.7,0.2,Thompson,go left 2,464,True
0.7,0.2,Thompson,go left 2,455,True
0.7,0.3,Thompson,go right 1,17,True
0.7,0.3,Thompson,go right 1,15,True
0.7,0.3,Thompson,go right 1,35,True
0.7,0.3,Thompson,go right 1,13,True
0.7,0.3,Thompson,go right 1,12,True
0.7,0.3,Thompson,go right 1,22,True
0.7,0.3,Thompson,go right 1,42,True
0.7,0.3,Thompson,go right 1,23,True
0.7,0.3,Thompson,go right 1,13,True
0.7,0.3,Thompson,go right 1,18,True
0.7,0.3,Thompson,go right 1,16,True
0.7,0.3,Thompson,go right 1,23,True
0.7,0.3,Thompson,go right 1,20,True
0.7,0.3,Thompson,go right 1,22,True
0.7,0.3,Thompson,go right 1,17,True
0.7,0.3,Thompson,go right 1,24,True
0.7,0.3,Thompson,go right 1,15,True
0.7,0.3,Thompson,go right 1,17,True
0.7,0.3,Thompson,go right 1,17,True
0.7,0.3,Thompson,go right 1,20,True
0.7,0.3,Thompson,go right 1,24,True
0.7,0.3,Thompson,go right 1,13,True
0.7,0.3,Thompson,go right 1,13,True
0.7,0.3,Thompson,go right 1,15,True
0.7,0.3,Thompson,go right 1,15,True
0.7,0.3,Thompson,go right 1,25,True
0.7,0.3,Thompson,go right 1,20,True
0.7,0.3,Thompson,go right 1,25,True
0.7,0.3,Thompson,go right 1,11,True
0.7,0.3,Thompson,go right 1,20,True
0.7,0.3,Thompson,go right 1,26,True
0.7,0.3,Thompson,go right 1,21,True
0.7,0.3,Thompson,go right 1,18,True
0.7,0.3,Thompson,go right 1,40,True
0.7,0.3,Thompson,go right 1,17,True
0.7,0.3,Thompson,go right 1,22,True
0.7,0.3,Thompson,go right 1,20,True
0.7,0.3,Thompson,go right 1,17,True
0.7,0.3,Thompson,go right 1,11,True
0.7,0.3,Thompson,go right 1,14,True
0.7,0.3,Thompson,go right 1,21,True
0.7,0.3,Thompson,go right 1,31,True
0.7,0.3,Thompson,go right 1,12,True
0.7,0.3,Thompson,go right 1,20,True
0.7,0.3,Thompson,go right 1,30,True
0.7,0.3,Thompson,go right 1,22,True
0.7,0.3,Thompson,go right 1,15,True
0.7,0.3,Thompson,go right 1,12,True
0.7,0.3,Thompson,go right 1,17,True
0.7,0.3,Thompson,go right 1,16,True
0.7,0.3,Thompson,go left 1,129,True
0.7,0.3,Thompson,go left 1,244,True
0.7,0.3,Thompson,go left 1,194,True
0.7,0.3,Thompson,go left 1,132,True
0.7,0.3,Thompson,go left 1,92,True
0.7,0.3,Thompson,go left 1,175,True
0.7,0.3,Thompson,go left 1,204,True
0.7,0.3,Thompson,go left 1,208,True
0.7,0.3,Thompson,go left 1,119,True
0.7,0.3,Thompson,go left 1,109,True
0.7,0.3,Thompson,go left 1,134,True
0.7,0.3,Thompson,go left 1,212,True
0.7,0.3,Thompson,go left 1,161,True
0.7,0.3,Thompson,go left 1,285,True
0.7,0.3,Thompson,go left 1,206,True
0.7,0.3,Thompson,go left 1,163,True
0.7,0.3,Thompson,go left 1,182,True
0.7,0.3,Thompson,go left 1,175,True
0.7,0.3,Thompson,go left 1,122,True
0.7,0.3,Thompson,go left 1,152,True
0.7,0.3,Thompson,go left 1,94,True
0.7,0.3,Thompson,go left 1,168,True
0.7,0.3,Thompson,go left 1,159,True
0.7,0.3,Thompson,go left 1,191,True
0.7,0.3,Thompson,go left 1,156,True
0.7,0.3,Thompson,go left 1,153,True
0.7,0.3,Thompson,go left 1,168,True
0.7,0.3,Thompson,go left 1,109,True
0.7,0.3,Thompson,go left 1,162,True
0.7,0.3,Thompson,go left 1,142,True
0.7,0.3,Thompson,go left 1,194,True
0.7,0.3,Thompson,go left 1,161,True
0.7,0.3,Thompson,go left 1,170,True
0.7,0.3,Thompson,go left 1,163,True
0.7,0.3,Thompson,go left 1,102,True
0.7,0.3,Thompson,go left 1,136,True
0.7,0.3,Thompson,go left 1,177,True
0.7,0.3,Thompson,go left 1,160,True
0.7,0.3,Thompson,go left 1,127,True
0.7,0.3,Thompson,go left 1,150,True
0.7,0.3,Thompson,go left 1,118,True
0.7,0.3,Thompson,go left 1,124,True
0.7,0.3,Thompson,go left 1,97,True
0.7,0.3,Thompson,go left 1,185,True
0.7,0.3,Thompson,go left 1,144,True
0.7,0.3,Thompson,go left 1,233,True
0.7,0.3,Thompson,go left 1,151,True
0.7,0.3,Thompson,go left 1,132,True
0.7,0.3,Thompson,go left 1,152,True
0.7,0.3,Thompson,go left 1,215,True
0.7,0.3,Thompson,go right 2,293,True
0.7,0.3,Thompson,go right 2,376,True
0.7,0.3,Thompson,go right 2,438,True
0.7,0.3,Thompson,go right 2,324,True
0.7,0.3,Thompson,go right 2,241,True
0.7,0.3,Thompson,go right 2,377,True
0.7,0.3,Thompson,go right 2,438,True
0.7,0.3,Thompson,go right 2,497,True
0.7,0.3,Thompson,go right 2,350,True
0.7,0.3,Thompson,go right 2,308,True
0.7,0.3,Thompson,go right 2,184,True
0.7,0.3,Thompson,go right 2,630,True
0.7,0.3,Thompson,go right 2,515,True
0.7,0.3,Thompson,go right 2,508,True
0.7,0.3,Thompson,go right 2,410,True
0.7,0.3,Thompson,go right 2,256,True
0.7,0.3,Thompson,go right 2,328,True
0.7,0.3,Thompson,go right 2,303,True
0.7,0.3,Thompson,go right 2,263,True
0.7,0.3,Thompson,go right 2,270,True
0.7,0.3,Thompson,go right 2,222,True
0.7,0.3,Thompson,go right 2,436,True
0.7,0.3,Thompson,go right 2,371,True
0.7,0.3,Thompson,go right 2,365,True
0.7,0.3,Thompson,go right 2,212,True
0.7,0.3,Thompson,go right 2,413,True
0.7,0.3,Thompson,go right 2,275,True
0.7,0.3,Thompson,go right 2,219,True
0.7,0.3,Thompson,go right 2,237,True
0.7,0.3,Thompson,go right 2,329,True
0.7,0.3,Thompson,go right 2,390,True
0.7,0.3,Thompson,go right 2,279,True
0.7,0.3,Thompson,go right 2,370,True
0.7,0.3,Thompson,go right 2,319,True
0.7,0.3,Thompson,go right 2,309,True
0.7,0.3,Thompson,go right 2,250,True
0.7,0.3,Thompson,go right 2,423,True
0.7,0.3,Thompson,go right 2,195,True
0.7,0.3,Thompson,go right 2,289,True
0.7,0.3,Thompson,go right 2,188,True
0.7,0.3,Thompson,go right 2,300,True
0.7,0.3,Thompson,go right 2,407,True
0.7,0.3,Thompson,go right 2,297,True
0.7,0.3,Thompson,go right 2,320,True
0.7,0.3,Thompson,go right 2,243,True
0.7,0.3,Thompson,go right 2,397,True
0.7,0.3,Thompson,go right 2,193,True
0.7,0.3,Thompson,go right 2,180,True
0.7,0.3,Thompson,go right 2,284,True
0.7,0.3,Thompson,go right 2,248,True
0.7,0.3,Thompson,go left 2,448,True
0.7,0.3,Thompson,go left 2,484,True
0.7,0.3,Thompson,go left 2,579,True
0.7,0.3,Thompson,go left 2,718,True
0.7,0.3,Thompson,go left 2,487,True
0.7,0.3,Thompson,go left 2,576,True
0.7,0.3,Thompson,go left 2,368,True
0.7,0.3,Thompson,go left 2,695,True
0.7,0.3,Thompson,go left 2,727,True
0.7,0.3,Thompson,go left 2,501,True
0.7,0.3,Thompson,go left 2,411,True
0.7,0.3,Thompson,go left 2,789,True
0.7,0.3,Thompson,go left 2,908,True
0.7,0.3,Thompson,go left 2,524,True
0.7,0.3,Thompson,go left 2,585,True
0.7,0.3,Thompson,go left 2,566,True
0.7,0.3,Thompson,go left 2,510,True
0.7,0.3,Thompson,go left 2,708,True
0.7,0.3,Thompson,go left 2,361,True
0.7,0.3,Thompson,go left 2,482,True
0.7,0.3,Thompson,go left 2,470,True
0.7,0.3,Thompson,go left 2,561,True
0.7,0.3,Thompson,go left 2,532,True
0.7,0.3,Thompson,go left 2,538,True
0.7,0.3,Thompson,go left 2,546,True
0.7,0.3,Thompson,go left 2,863,True
0.7,0.3,Thompson,go left 2,497,True
0.7,0.3,Thompson,go left 2,352,True
0.7,0.3,Thompson,go left 2,440,True
0.7,0.3,Thompson,go left 2,298,True
0.7,0.3,Thompson,go left 2,428,True
0.7,0.3,Thompson,go left 2,461,True
0.7,0.3,Thompson,go left 2,544,True
0.7,0.3,Thompson,go left 2,510,True
0.7,0.3,Thompson,go left 2,444,True
0.7,0.3,Thompson,go left 2,452,True
0.7,0.3,Thompson,go left 2,507,True
0.7,0.3,Thompson,go left 2,505,True
0.7,0.3,Thompson,go left 2,198,True
0.7,0.3,Thompson,go left 2,353,True
0.7,0.3,Thompson,go left 2,365,True
0.7,0.3,Thompson,go left 2,1008,True
0.7,0.3,Thompson,go left 2,547,True
0.7,0.3,Thompson,go left 2,658,True
0.7,0.3,Thompson,go left 2,380,True
0.7,0.3,Thompson,go left 2,531,True
0.7,0.3,Thompson,go left 2,242,True
0.7,0.3,Thompson,go left 2,300,True
0.7,0.3,Thompson,go left 2,317,True
0.7,0.3,Thompson,go left 2,632,True
0.9,0.1,Thompson,go right 1,18,True
0.9,0.1,Thompson,go right 1,12,True
0.9,0.1,Thompson,go right 1,13,True
0.9,0.1,Thompson,go right 1,14,True
0.9,0.1,Thompson,go right 1,13,True
0.9,0.1,Thompson,go right 1,28,True
0.9,0.1,Thompson,go right 1,13,True
0.9,0.1,Thompson,go right 1,12,True
0.9,0.1,Thompson,go right 1,10,True
0.9,0.1,Thompson,go right 1,12,True
0.9,0.1,Thompson,go right 1,11,True
0.9,0.1,Thompson,go right 1,25,True
0.9,0.1,Thompson,go right 1,11,True
0.9,0.1,Thompson,go right 1,18,True
0.9,0.1,Thompson,go right 1,14,True
0.9,0.1,Thompson,go right 1,14,True
0.9,0.1,Thompson,go right 1,13,True
0.9,0.1,Thompson,go right 1,12,True
0.9,0.1,Thompson,go right 1,11,True
0.9,0.1,Thompson,go right 1,14,True
0.9,0.1,Thompson,go right 1,16,True
0.9,0.1,Thompson,go right 1,14,True
0.9,0.1,Thompson,go right 1,17,True
0.9,0.1,Thompson,go right 1,13,True
0.9,0.1,Thompson,go right 1,18,True
0.9,0.1,Thompson,go right 1,15,True
0.9,0.1,Thompson,go right 1,22,True
0.9,0.1,Thompson,go right 1,15,True
0.9,0.1,Thompson,go right 1,13,True
0.9,0.1,Thompson,go right 1,16,True
0.9,0.1,Thompson,go right 1,18,True
0.9,0.1,Thompson,go right 1,21,True
0.9,0.1,Thompson,go right 1,11,True
0.9,0.1,Thompson,go right 1,12,True
0.9,0.1,Thompson,go right 1,15,True
0.9,0.1,Thompson,go right 1,14,True
0.9,0.1,Thompson,go right 1,14,True
0.9,0.1,Thompson,go right 1,10,True
0.9,0.1,Thompson,go right 1,12,True
0.9,0.1,Thompson,go right 1,11,True
0.9,0.1,Thompson,go right 1,15,True
0.9,0.1,Thompson,go right 1,10,True
0.9,0.1,Thompson,go right 1,10,True
0.9,0.1,Thompson,go right 1,12,True
0.9,0.1,Thompson,go right 1,14,True
0.9,0.1,Thompson,go right 1,11,True
0.9,0.1,Thompson,go right 1,13,True
0.9,0.1,Thompson,go right 1,17,True
0.9,0.1,Thompson,go right 1,17,True
0.9,0.1,Thompson,go right 1,12,True
0.9,0.1,Thompson,go left 1,118,True
0.9,0.1,Thompson,go left 1,106,True
0.9,0.1,Thompson,go left 1,91,True
0.9,0.1,Thompson,go left 1,71,True
0.9,0.1,Thompson,go left 1,65,True
0.9,0.1,Thompson,go left 1,120,True
0.9,0.1,Thompson,go left 1,110,True
0.9,0.1,Thompson,go left 1,107,True
0.9,0.1,Thompson,go left 1,100,True
0.9,0.1,Thompson,go left 1,69,True
0.9,0.1,Thompson,go left 1,69,True
0.9,0.1,Thompson,go left 1,122,True
